Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
44,83,-42.2278,-7.722788,4,1,-1.00,4.756228,5.5671,4.38156,1.386777,0.497126
20,96,-34.520897,-1.099012,4,1,-1.00,6.004454,10.267536,5.25752,2.062717,0.379947
20,96,-31.074274,-0.755779,3,1,-1.00,3.464613,5.426389,2.616842,0.978353,0.144393
43,87,-31.072925,-2.518818,4,1,-1.00,3.932761,3.157844,1.045932,1.09148,0.171321
43,74,-36.961861,-0.586875,4,1,-1.00,3.280165,5.617555,3.359405,2.251269,0.35971
56,67,-31.05583,-1.020485,4,1,-1.00,2.026804,3.209347,2.754932,2.388934,0.262638
53,75,-31.215042,-1.052316,4,1,-1.00,3.674868,3.959101,2.468983,1.088296,0.232802
53,81,-40.979602,-0.367918,3,1,-1.00,3.493415,7.114076,6.259385,2.910024,0.323824
50,80,-30.788863,-0.534641,3,1,-1.00,2.821819,4.353732,3.121422,1.273744,0.210627
64,74,-34.927525,-0.473414,4,1,-1.00,3.514221,6.637123,2.848065,2.171072,0.117086
78,75,-44.592876,-2.677458,4,1,-1.00,5.035771,9.7548,5.678437,2.327645,0.473537
75,63,-46.987677,-0.098796,2,1,-1.00,2.387331,2.334845,1.793613,0.974341,0.16757
87,56,-37.169998,-0.098811,4,1,-1.00,2.730899,4.29988,3.45615,2.507475,0.397815
91,48,-57.000069,-0.726956,4,1,-1.00,4.512398,9.349718,5.779565,1.370003,0.321218
87,30,-42.861793,-0.217413,4,1,-1.00,2.285264,4.525067,3.133007,1.159315,0.309483
88,34,-35.605982,-0.090912,4,1,-1.00,5.962062,5.206001,2.523086,1.309823,0.450966
69,53,-42.015787,-1.11195,4,1,-1.00,3.245388,5.554469,3.196248,1.568323,0.163607
64,61,-42.274071,-0.609178,4,1,-1.00,3.857609,6.760003,4.996702,2.139534,0.296749
64,67,-46.009198,-0.240875,4,1,-1.00,2.410687,3.545649,1.766153,0.784975,0.111224
63,64,-51.093284,-0.854576,4,1,-1.00,4.241891,6.1284,4.282453,2.469989,0.207366
70,47,-60.303416,-4.237596,4,1,-1.00,6.496582,4.962861,2.558564,1.570748,0.162662
63,50,-62.802095,-2.34699,3,1,-1.00,5.784346,8.840476,5.879842,2.47676,0.41022
60,47,-64.401558,-2.056155,4,1,-1.00,7.64074,8.452713,3.684562,2.715809,0.453504
53,61,-76.760842,-1.07595,4,1,-1.00,3.095553,3.258965,1.564787,1.013864,0.205985
54,69,-74.041727,-1.099889,4,1,-1.00,3.701429,5.890582,3.631065,2.969251,0.311761
47,67,-62.75443,-4.385385,3,1,-1.00,2.367691,1.8276,0.940706,1.205449,0.139123
40,75,-87.927389,-2.32041,3,1,-1.00,3.696542,3.157552,1.438715,1.86001,0.211764
56,74,-62.047044,-0.643383,4,1,-1.00,4.904178,6.960707,3.0824,1.417029,0.204609
63,78,-57.908246,-1.06761,4,1,-1.00,6.522956,11.040499,8.427141,2.16531,0.456826
75,70,-57.290845,-0.615659,4,1,-1.00,3.094746,3.809848,1.943745,1.658348,0.232133
93,64,-61.31642,-1.000332,3,1,-1.00,5.617629,4.245251,1.831518,1.763845,0.184223
77,74,-72.102482,-1.124896,4,1,-1.00,2.491995,3.087107,1.933292,1.368925,0.11662
78,74,-67.612044,-0.784247,4,1,-1.00,5.825622,4.580304,2.626969,2.531868,0.485278
74,83,-63.114116,-5.685013,4,1,-1.00,2.562593,6.401583,5.273494,3.047302,0.471057
63,100,-62.132605,-1.036246,4,1,-1.00,5.547048,4.043867,1.394353,1.097067,0.240903
77,91,-61.476575,-0.294834,4,1,-1.00,5.694185,6.332286,2.790227,2.281088,0.342226
56,87,-68.620914,-2.516356,4,1,-1.00,7.352624,5.454511,2.084332,0.816903,0.159295
56,78,-62.34774,-0.844433,4,1,-1.00,3.782648,3.798913,2.578491,1.466633,0.30412
64,63,-68.393061,-0.5252,2,1,-1.00,3.693998,5.024317,3.85917,1.875537,0.363151
53,57,-57.869575,-0.824756,3,1,-1.00,2.403047,3.887109,2.620432,0.842244,0.272992
67,70,-54.773223,-1.591561,3,1,-1.00,2.532671,2.906193,1.464191,1.223938,0.133737
70,74,-53.649003,-3.998587,4,1,-1.00,1.770102,3.275047,1.404149,1.239289,0.123819
56,57,-53.434629,-2.163556,4,1,-1.00,8.941981,11.089314,5.427504,2.779287,0.291313
78,60,-61.517551,-2.125855,2,1,-1.00,2.963371,4.406805,3.154721,1.496708,0.324209
74,51,-57.343965,-1.380567,4,1,-1.00,6.38926,7.382432,2.138045,0.988499,0.185371
66,51,-75.965414,-1.325561,4,1,-1.00,4.331276,4.321822,2.393703,1.120888,0.15326
67,67,-61.413759,-0.041173,4,1,-1.00,1.932147,5.619741,4.563454,2.234896,0.218113
40,57,-78.360341,0.124806,4,1,-1.00,4.277918,6.708604,3.321408,0.788022,0.167648
44,57,-84.227626,-2.796118,3,1,-1.00,4.87122,3.675972,1.747799,1.255822,0.297607
50,61,-64.079434,0.46519,3,1,-1.00,6.110085,5.682008,5.156976,2.256129,0.718012
56,61,-70.867967,0.01938,4,1,-1.00,7.543056,6.138597,1.905494,1.379075,0.164208
56,53,-59.017124,0.736573,3,1,-1.00,2.750447,2.094131,1.260921,1.356994,0.125542
50,48,-53.524192,0.222569,2,1,-1.00,1.75311,3.783964,4.455045,1.600818,0.303995
47,44,-89.235778,0.698789,4,1,-1.00,2.707829,3.592406,2.397174,0.988327,0.137945
51,43,-48.82217,1.30281,4,1,-1.00,2.454013,2.964497,1.938687,1.070087,0.107927
66,64,-55.835429,0.256745,4,1,-1.00,8.535541,7.199221,4.458689,4.569306,0.820123
67,77,-63.628152,-0.553217,3,1,-1.00,1.444486,4.583424,4.081696,1.836152,0.424341
75,69,-59.803244,-3.455948,4,1,-1.00,3.680823,3.747933,2.023347,1.318017,0.180657
60,63,-64.514406,0.110732,4,1,-1.00,5.768468,7.496034,3.845079,1.705468,0.300014
57,60,-71.484776,0.248444,4,1,-1.00,3.185077,3.930299,2.05573,2.523931,0.416162
57,53,-75.39047,0.273739,3,1,-1.00,3.351756,5.345698,4.273493,2.838673,0.312132
50,48,-79.99912,0.548769,3,1,-1.00,2.590475,5.1043,3.051441,1.258728,0.239285
53,66,-67.288362,0.479665,3,1,-1.00,2.797142,4.767058,3.192279,1.128429,0.172028
60,70,-75.373997,-5.550225,3,1,-1.00,7.804575,10.131142,4.652185,2.487348,0.554668
64,69,-70.580534,0.157308,3,1,-1.00,7.390159,6.436189,3.06067,1.697503,0.298207
57,78,-68.199149,0.276213,3,1,-1.00,14.995514,13.276219,4.963222,1.790272,0.386828
47,53,-67.738543,-4.36447,2,1,-1.00,10.703724,9.943353,3.813655,3.650289,0.312386
44,56,-67.362943,0.362939,2,1,-1.00,2.657165,3.708954,2.550346,1.676671,0.239378
43,50,-59.225378,-0.025124,1,1,-1.00,4.771395,3.380979,1.579514,1.178175,0.192649
63,40,-61.830664,-1.206846,3,1,-1.00,3.277921,3.119218,1.900383,2.551829,0.45224
69,51,-42.138381,0.561964,1,1,-1.00,2.940675,4.196551,3.764675,1.487823,0.223252
80,40,-45.601795,0.437312,3,1,-1.00,4.440908,7.821702,4.085464,2.563225,1.123498
77,50,-49.809873,-1.144853,4,1,-1.00,4.158717,4.287204,3.140791,1.464909,0.336629
70,66,-47.265938,-0.158613,3,1,-1.00,2.079472,3.581241,3.063995,1.017711,0.250205
83,75,-51.322956,0.147114,2,1,-1.00,1.160956,2.910361,2.839887,1.406208,0.420094
67,80,-55.910263,0.442222,2,1,-1.00,7.327367,5.969964,3.676329,2.864819,0.374031
69,83,-49.127574,-1.139681,4,1,-1.00,3.760411,6.508807,2.458373,0.768399,0.093266
63,81,-51.334303,-0.073014,4,1,-1.00,3.108258,4.886472,3.724829,2.66993,0.432781
48,69,-49.966214,0.582313,4,1,-1.00,1.339224,3.56448,2.806301,0.824102,0.261492
48,77,-49.229728,0.807499,3,1,-1.00,1.741205,3.793857,3.011154,1.569011,0.364155
43,67,-47.039513,-0.801524,4,1,-1.00,1.742781,4.237504,3.513872,2.003093,0.273476
51,61,-57.04753,-5.004184,4,1,-1.00,1.55158,2.680559,2.29071,1.120295,0.269749
63,70,-61.10111,0.378517,4,1,-1.00,3.035953,5.171328,3.034621,1.497879,0.160821
67,61,-46.990203,-0.486515,4,1,-1.00,2.511786,3.625935,2.212191,0.827822,0.108074
70,69,-51.241622,-0.283062,3,1,-1.00,2.739635,2.695148,2.204845,1.765447,0.229573
66,64,-50.222546,-0.089867,3,1,-1.00,1.674065,3.021142,3.242634,1.526015,0.275677
61,66,-49.47816,0.123618,4,1,-1.00,5.459491,6.925864,3.810202,1.049321,0.265515
69,78,-49.527123,-1.221126,4,1,-1.00,1.164695,1.325338,0.930939,1.009851,0.151787
70,78,-46.842028,-0.04416,2,1,-1.00,2.564649,4.885549,2.673106,1.314256,0.318026
74,91,-46.205697,0.267555,3,1,-1.00,5.173852,5.097365,2.617238,1.171157,0.213787
64,83,-49.589718,0.38482,4,1,-1.00,2.155533,4.963434,3.305139,2.16859,0.341313
61,80,-50.882818,-0.095346,2,1,-1.00,10.798326,7.718683,2.392832,1.365129,0.221963
63,66,-47.226825,0.230589,2,1,-1.00,3.594688,3.183757,1.673095,1.503042,0.160059
61,64,-46.67243,-1.743405,2,1,-1.00,1.593061,2.215996,1.360798,1.494372,0.206487
88,74,-84.169941,-3.016434,1,1,-1.00,1.31219,2.542378,1.161244,1.087143,0.192226
75,60,-49.059052,0.066719,3,1,-1.00,3.664361,3.944541,3.031568,3.091178,0.648856
69,69,-46.986116,0.292967,3,1,-1.00,5.537902,7.564535,4.208479,1.131253,0.163771
69,61,-46.456435,-2.16656,2,1,-1.00,3.480121,4.605474,2.992328,1.749466,0.192987
63,61,-48.051395,-0.885615,3,1,-1.00,3.620553,4.008746,2.796406,1.031769,0.180739
87,67,-51.56079,-1.274846,3,1,-1.00,9.950921,9.568706,4.388087,3.02675,0.840811
69,40,-46.31927,0.208618,4,1,-1.00,2.332102,7.816898,5.327595,1.383804,0.297573
63,47,-39.492295,-0.366035,4,1,-1.00,4.570129,4.096578,1.777204,1.386559,0.237805
64,48,-41.808927,-0.625327,4,1,-1.00,1.217042,3.150181,2.936861,1.357056,0.263059
48,37,-41.490095,-0.923973,4,1,-1.00,1.423821,4.338618,2.727553,1.237125,0.261477
80,60,-41.938153,-2.426249,4,1,-1.00,2.146805,3.821056,2.993845,1.189468,0.122796
90,60,-91.441626,-1.037625,4,1,-1.00,2.178773,4.50315,2.892851,2.304984,0.512091
88,56,-81.709361,-0.546055,3,1,-1.00,3.304645,5.507659,3.014364,1.218475,0.189054
90,75,-53.472021,-0.708661,4,1,-1.00,2.578351,3.174461,1.052121,1.28355,0.168703
78,70,-63.304607,-0.782714,4,1,-1.00,2.435463,3.867099,1.603034,0.852444,0.10749
77,66,-65.36267,-3.113452,2,1,-1.00,10.877815,13.034279,5.175787,1.93726,0.303134
77,66,-63.242288,-1.29977,2,1,-1.00,2.524261,4.385017,2.488324,1.532674,0.207313
77,61,-94.424318,-3.102618,1,1,-1.00,3.6537,5.513073,2.088321,1.091878,0.255104
78,63,-61.675082,-2.241114,3,1,-1.00,1.745102,3.337052,2.123177,0.908912,0.157028
75,67,-63.081231,-3.917086,4,1,-1.00,1.994062,2.469071,1.700998,1.185283,0.133942
74,75,-59.090428,-1.458103,3,1,-1.00,2.513649,3.212554,2.327447,1.5279,0.36726
56,70,-56.75387,-6.554638,4,1,-1.00,2.806948,4.13297,3.736107,4.434598,0.640127
38,57,-51.711658,-2.736113,4,1,-1.00,9.126676,11.111263,6.371868,1.895635,0.57537
37,57,-53.1199,-2.070536,3,1,-1.00,4.141656,6.121604,2.527468,1.177257,0.301303
48,54,-51.250829,-2.781972,2,1,-1.00,3.919964,7.387286,5.769298,1.881639,0.504177
56,64,-50.204191,-7.769636,4,1,-1.00,4.392045,4.072259,1.337307,1.069509,0.11252
78,77,-40.584946,-0.958926,2,1,-1.00,1.776505,3.718125,2.395699,0.945761,0.090902
83,77,-43.770726,-1.106691,4,1,-1.00,3.193985,4.336488,2.251687,1.813108,0.449348
63,69,-46.641795,-8.654947,3,1,-1.00,1.936068,3.361294,3.072062,1.967959,0.261984
63,56,-57.00885,-1.089518,4,1,-1.00,4.315803,3.844366,2.196854,1.182467,0.242068
54,66,-90.701775,-1.482385,3,1,-1.00,2.819052,4.504775,3.294696,1.529244,0.206764
53,66,-67.306095,-1.852479,1,1,-1.00,2.78637,3.523039,2.204567,1.368622,0.147341
69,67,-74.214457,-6.770761,4,1,-1.00,5.263147,3.578438,1.262015,1.288272,0.108491
77,74,-54.198845,-2.100077,2,1,-1.00,2.900903,4.104055,2.972896,2.26743,0.328065
70,63,-59.813678,-6.958149,4,1,-1.00,2.468764,2.517063,1.463897,1.01063,0.182912
69,60,-49.559318,-1.705516,2,1,-1.00,3.271789,3.895519,3.1243,2.311666,0.456676
70,51,-49.748123,-1.403909,3,1,-1.00,7.272541,6.786143,2.287171,2.289402,0.147363
56,47,-46.162025,-2.179049,2,1,-1.00,10.135983,8.074621,3.504804,1.293813,0.256801
50,30,-42.939349,-1.72415,3,1,-1.00,10.951579,12.069095,4.829416,4.645479,0.708973
44,24,-50.406957,-0.901216,3,1,-1.00,3.078351,3.328525,1.974233,1.355895,0.171368
44,34,-54.901072,-7.365396,3,1,-1.00,3.872195,6.554614,2.895851,1.302233,0.231916
47,47,-40.970962,-1.086696,3,1,-1.00,3.749089,5.312917,4.436937,2.225307,0.326305
53,56,-57.612502,-2.175398,2,1,-1.00,2.42988,2.106763,1.71368,0.626194,0.166315
64,70,-60.537454,-2.273876,3,1,-1.00,2.449199,1.930428,1.018891,0.584894,0.062538
56,70,-51.820384,-0.546911,3,1,-1.00,1.538821,2.174641,1.150397,0.712991,0.147309
66,66,-60.637102,-5.710845,2,1,-1.00,3.183322,4.301827,2.537614,2.543747,0.358592
67,67,-49.861862,-1.222115,2,1,-1.00,1.68431,5.152157,2.483928,1.045267,0.233018
54,61,-48.176345,-0.460708,3,1,-1.00,1.150944,2.399652,1.832935,1.369388,0.40251
48,66,-51.505691,-0.276686,3,1,-1.00,1.251238,4.271897,3.650329,1.432685,0.208144
57,56,-52.94202,-2.828717,3,1,-1.00,2.718445,2.095267,1.672607,1.1654,0.271234
61,53,-77.719276,-2.304908,4,1,-1.00,3.71665,2.60027,1.39081,1.084084,0.119663
74,56,-49.400275,-1.944671,1,1,-1.00,2.819596,2.964794,1.139708,0.941622,0.167021
74,54,-48.867334,-0.541532,4,1,-1.00,1.552662,1.550216,0.796154,0.439484,0.041634
75,63,-44.370369,-0.686572,2,1,-1.00,2.203978,3.687467,2.971087,1.001161,0.202651
75,67,-45.070412,-1.490838,2,1,-1.00,1.291461,3.263224,1.990452,0.727372,0.091639
67,77,-43.113123,-6.562066,3,1,-1.00,6.032987,5.539942,2.11121,1.40347,0.266407
77,75,-43.447854,-1.252616,2,1,-1.00,2.934965,4.010572,5.134211,4.684255,0.640969
44,54,-44.814675,-0.807518,4,1,-1.00,0.882509,2.020919,2.385547,1.067796,0.291518
44,48,-48.882161,-1.390498,2,1,-1.00,2.754718,2.674835,1.875916,0.815413,0.093746
50,41,-48.221028,-2.440661,3,1,-1.00,5.904502,8.866589,3.820699,2.154607,0.244657
51,35,-50.196896,-3.153318,3,1,-1.00,2.06985,4.627166,2.929427,0.95347,0.253581
70,47,-50.538251,-0.905244,4,1,-1.00,2.665752,3.883245,2.912356,1.043268,0.19219
64,60,-65.338159,-1.184132,4,1,-1.00,3.234577,3.639325,1.629006,1.144771,0.295673
74,56,-49.95847,-0.803094,4,1,-1.00,3.413829,5.277297,4.812321,2.028187,0.340679
60,66,-52.24694,-1.754009,4,1,-1.00,2.567145,3.478503,1.15646,2.495993,0.626618
50,74,-55.941395,-1.022073,4,1,-1.00,3.430418,5.272748,3.811154,2.285291,0.383895
47,67,-53.508617,-1.32803,4,1,-1.00,14.125802,16.329738,5.014787,3.864505,0.738452
27,67,-52.392322,-3.338124,4,1,-1.00,16.053824,17.231632,7.352955,4.637024,1.131761
30,74,-57.661478,-1.057902,4,1,-1.00,7.214645,16.729638,10.173366,2.191297,0.088121
29,67,-55.023523,-2.384299,4,1,-1.00,29.65457,24.636484,9.022121,2.725963,0.528227
21,61,-52.462428,-6.5742,4,1,-1.00,19.05621,15.878979,5.997682,3.396384,0.354424
23,56,-35.413592,0.006888,3,1,-1.00,25.127893,40.405575,19.194358,7.144493,1.387645
17,29,-22.693103,-0.619063,4,1,-1.00,224.468774,212.913885,80.285816,16.875291,6.853709
30,37,-10.21297,0.719329,4,1,-1.00,140.056389,123.964515,41.054745,18.866289,3.599518
44,53,0.696912,1.219987,4,1,-1.00,144.192725,197.874463,62.685946,36.699146,3.517824
37,57,-5.132067,0.782823,4,1,-1.00,35.666698,16.168391,5.849726,4.735257,0.620867
44,81,1.735512,0.186334,3,1,-1.00,6.957843,9.245746,7.263172,1.775899,0.353643
26,84,7.970582,1.056666,4,1,-1.00,18.635804,27.357395,19.874421,16.417726,0.880779
21,84,10.829286,1.353105,4,1,-1.00,3.002717,4.857802,4.200134,3.503894,0.612213
34,87,25.694506,-2.578904,3,1,-1.00,9.164957,9.905848,5.420734,1.010403,0.400184
37,80,33.909577,1.11875,3,1,-1.00,3.997953,4.683656,1.546161,1.786168,0.13396
50,63,42.77512,1.071195,4,1,-1.00,26.270716,16.376832,7.335242,3.612263,0.525822
44,44,53.057438,0.843188,4,1,-1.00,4.822296,4.953799,2.361685,1.436147,0.418129
56,44,54.629934,-5.796326,3,1,-1.00,2.943934,4.0814,3.960645,2.1094,0.378037
53,30,60.633671,1.101346,4,1,-1.00,5.993648,6.475535,2.65496,1.31095,0.32771
48,24,67.65925,0.843916,3,1,-1.00,4.627361,5.24397,2.842586,1.30614,0.150516
75,30,71.786167,-2.804279,1,1,-1.00,1.989531,3.612971,1.877042,1.898894,0.186868
51,26,71.739964,1.482184,4,1,-1.00,57.019008,45.677511,29.934605,15.651786,4.179868
50,21,70.278646,1.445313,4,1,-1.00,252.217863,217.603017,85.279952,25.96369,7.18651
50,38,71.556781,1.093399,4,1,-1.00,133.843161,128.994725,93.621717,31.31362,6.031749
29,38,67.309989,0.401727,4,1,-1.00,130.083023,157.56238,79.655174,35.211718,2.09116
27,41,66.499515,1.11081,4,1,-1.00,112.12553,114.540079,46.375208,23.852573,2.99626
35,75,73.688176,-0.968584,4,1,-1.00,114.375798,232.870366,99.041777,17.124548,2.546094
44,77,77.434137,-1.778297,4,1,-1.00,56.993342,67.821076,32.718091,20.317949,1.595833
44,77,64.39482,1.20858,4,1,-1.00,21.064911,32.265856,15.102492,5.363145,0.805688
48,81,79.44022,0.866132,4,1,-1.00,98.424854,97.447482,53.130232,16.93987,3.499815
35,66,77.928274,0.59206,4,1,-1.00,37.658164,27.568843,13.954923,7.463621,1.308781
30,56,64.563375,-3.000953,3,1,-1.00,3.322808,5.533347,4.392126,2.127811,0.239404
38,50,77.653025,1.403284,4,1,-1.00,13.722006,18.484492,14.261805,10.376579,1.147065
41,48,93.362288,0.034247,4,1,-1.00,21.470837,17.079841,14.372519,11.073595,2.181424
43,44,95.975239,-1.10265,3,1,-1.00,15.353036,21.11664,13.797474,7.644942,1.525268
47,54,96.158202,0.262642,4,1,-1.00,35.708453,37.730811,13.801827,4.933037,0.570508
44,50,92.286235,0.964861,4,1,-1.00,11.149725,16.32972,8.021296,3.089051,0.71394
30,43,100.756353,1.93069,4,1,-1.00,21.933481,14.749462,4.275712,2.952688,0.641111
43,40,99.827807,2.127005,4,1,-1.00,16.165711,23.681641,9.424194,5.394221,1.615714
48,51,104.427858,2.466196,4,1,-1.00,16.692165,11.154999,4.452838,4.101935,1.034732
40,60,103.642832,1.715388,4,1,-1.00,11.42016,8.063386,3.32097,3.690812,0.339885
61,61,102.708702,3.69646,4,1,-1.00,4.987245,3.407317,1.030237,0.656128,0.059669
69,69,100.834739,3.785113,4,1,-1.00,3.161521,5.298285,1.878943,0.783065,0.209169
69,60,98.526629,3.880612,4,1,-1.00,19.24009,33.08793,23.837249,13.276212,4.218217
83,63,99.194304,3.72007,4,1,-1.00,7.216031,11.325282,8.3167,4.604019,0.809573
74,66,101.243425,4.452464,3,1,-1.00,18.812865,18.477073,9.713535,8.745004,1.189534
57,70,99.761144,4.435031,4,1,-1.00,10.13506,17.666108,4.430539,2.35468,0.471796
43,83,104.498868,4.19,3,1,-1.00,5.176178,10.587505,8.613085,4.159132,0.352589
30,66,96.485261,1.87902,3,1,-1.00,4.865105,5.455493,3.331268,1.363968,0.257835
35,70,98.024001,-0.526567,4,1,-1.00,3.353251,2.560138,1.161349,0.807824,0.06829
43,61,98.313826,4.294615,4,1,-1.00,3.732015,3.851937,1.670818,0.959117,0.32064
38,35,108.781856,4.384985,4,1,-1.00,2.708009,3.159636,1.91519,1.248521,0.179135
38,53,112.437222,4.002343,4,1,-1.00,14.303484,13.549178,3.939118,1.860597,0.254852
44,48,110.895366,3.591936,2,1,-1.00,5.500457,6.014748,3.123668,1.671898,0.342797
26,40,119.842537,4.263178,4,1,-1.00,6.656525,5.744634,4.164848,2.478204,0.457365
40,57,120.120929,4.944039,4,1,-1.00,3.731409,4.954728,2.974923,1.283204,0.11456
48,60,119.716403,4.654124,4,1,-1.00,1.531693,3.643456,3.028988,1.901965,0.279444
56,64,112.171418,5.297429,4,1,-1.00,2.240083,3.197296,1.463165,0.631961,0.096915
74,77,119.936168,2.538556,4,1,-1.00,2.57807,5.528711,3.607219,1.397252,0.208695
77,67,120.113709,4.879834,4,1,-1.00,1.757897,2.961806,1.689107,0.884534,0.132643
70,67,103.386419,4.096121,3,1,-1.00,3.698881,4.896612,4.017608,2.687693,0.328272
67,61,65.038017,3.668771,1,1,-1.00,3.061041,3.628906,1.702546,0.968775,0.227196
63,63,96.969127,4.60409,2,1,-1.00,5.016732,9.283222,6.091316,4.502736,0.750538
70,66,60.886158,0.497751,4,1,-1.00,2.809076,2.907115,1.53589,1.377807,0.301647
81,66,71.838587,3.040702,3,1,-1.00,1.605093,2.830842,2.056678,1.276578,0.152704
81,57,93.272361,-0.571997,4,1,-1.00,5.25355,3.879537,1.266476,0.739262,0.10011
78,51,88.08141,4.475884,4,1,-1.00,1.604243,2.261387,1.082738,0.806535,0.15076
69,48,-26.329318,1.849128,4,1,-1.00,1.870151,7.199239,6.848512,5.978864,0.677332
77,38,69.967158,0.783147,4,1,-1.00,2.129526,4.043297,2.43995,1.048694,0.152767
80,50,56.647993,2.302238,4,1,-1.00,3.733524,3.922534,2.586052,1.291451,0.18312
94,56,-43.63873,3.044368,4,1,-1.00,5.358266,5.267741,2.627326,1.307361,0.319722
80,50,38.943218,2.755869,3,1,-1.00,9.869868,6.575023,3.50262,2.175646,0.353154
69,63,36.719876,2.236049,4,1,-1.00,3.899089,3.403708,1.463216,1.226503,0.168229
61,63,34.564923,3.020414,4,1,-1.00,3.804393,4.372752,1.909316,0.95115,0.236573
63,57,25.290509,2.726816,4,1,-1.00,1.623806,3.268815,1.546471,1.384863,0.174709
78,75,23.601273,1.151237,3,1,-1.00,3.241769,2.546803,1.474202,1.812986,0.258085
69,67,21.921331,3.052724,3,1,-1.00,4.722767,5.475591,2.3537,1.117521,0.176732
75,63,22.561867,3.592253,4,1,-1.00,6.301677,6.335882,4.855816,4.560775,0.574552
57,61,23.536722,3.583781,4,1,-1.00,4.791393,6.856108,4.542799,2.256165,0.408624
50,67,22.264702,3.448107,4,1,-1.00,3.288981,4.667548,1.602103,1.164948,0.197955
63,69,10.005549,2.71953,4,1,-1.00,5.394343,5.584709,1.922475,1.498703,0.279778
57,81,-77.621842,-0.76071,4,1,-1.00,2.487549,5.092958,3.521596,1.208034,0.316069
70,91,-238.353987,3.662904,4,1,-1.00,2.045788,2.457515,2.31544,1.890868,0.415956
78,75,-71.546878,-0.439826,3,1,-1.00,1.930288,2.684568,1.14027,0.956129,0.127187
77,74,-184.664052,-0.799673,2,1,-1.00,2.609381,3.779795,2.008456,0.519386,0.168681
75,60,7.920314,3.781447,4,1,-1.00,3.94838,3.896407,3.853653,2.158053,0.456666
67,41,-39.810583,3.612506,3,1,-1.00,2.57044,1.253505,0.897518,0.828017,0.175793
54,47,-138.336211,3.176022,4,1,-1.00,4.192402,4.119302,1.85596,1.145151,0.164716
44,51,-3.233291,3.582387,4,1,-1.00,1.56559,2.741345,3.145973,1.756716,0.314932
41,53,-48.164673,1.660106,4,1,-1.00,7.427759,7.12959,4.786299,3.73087,0.63388
29,64,-24.849256,1.222449,4,1,-1.00,3.598099,4.41554,4.566762,3.829641,0.470048
24,53,-60.578077,1.883636,4,1,-1.00,3.554273,3.575315,2.068466,0.994448,0.230867
34,53,-93.22687,2.795702,4,1,-1.00,1.687932,2.44197,0.645103,0.658587,0.109105
41,54,-56.769404,2.490034,3,1,-1.00,3.265064,2.268135,1.522225,1.165353,0.108673
60,60,-79.332933,1.049178,3,1,-1.00,2.161854,4.349684,3.612,1.491768,0.161786
77,74,-56.357283,-0.91667,2,1,-1.00,2.60609,3.538222,1.872153,1.096926,0.114894
74,69,-30.222993,-1.387211,4,1,-1.00,4.021676,4.284273,1.807654,1.19392,0.118655
75,60,-35.700157,-4.565215,4,1,-1.00,0.904496,2.170352,2.585095,1.836054,0.214129
66,61,-39.183544,-0.017908,3,1,-1.00,3.643407,9.478981,6.62994,3.503136,0.403429
60,63,-43.568169,-2.259063,4,1,-1.00,2.568322,3.074563,0.994783,0.773881,0.106534
53,66,-79.565586,0.441892,4,1,-1.00,2.885635,3.219352,3.398928,1.117594,0.138016
63,78,-35.7575,0.529107,4,1,-1.00,3.130649,6.797888,4.54241,1.605548,0.274755
70,70,-47.42591,-1.5821,2,1,-1.00,7.196129,8.059156,3.66801,1.232608,0.279725
70,81,-48.35146,0.755562,4,1,-1.00,3.312252,5.301002,3.46248,1.21208,0.347208
77,80,-65.63007,0.590574,4,1,-1.00,1.264394,2.212469,1.660893,1.522705,0.143683
61,75,-30.376845,-2.904371,4,1,-1.00,3.70789,5.234458,3.38013,1.015614,0.182857
56,78,-59.563526,0.281269,4,1,-1.00,3.065895,4.189808,1.859509,0.620453,0.123361
77,64,-101.532354,-4.00691,4,1,-1.00,4.41406,6.693423,4.09274,2.126226,0.583359
81,66,-45.577803,0.37833,4,1,-1.00,1.323868,2.005817,1.109226,0.630906,0.114834
83,67,-50.924471,-0.425703,2,1,-1.00,2.958114,2.934198,1.543964,1.161847,0.207005
83,74,-67.237268,0.206394,2,1,-1.00,4.943735,6.904577,2.340196,0.841043,0.085944
66,75,-66.835338,-2.561354,3,1,-1.00,2.717301,1.989457,1.089175,1.412752,0.427253
60,74,-60.020531,-0.108905,4,1,-1.00,2.23108,4.096934,2.940759,0.831902,0.106767
54,75,-56.407844,-1.333621,2,1,-1.00,1.777912,2.347474,1.185715,1.160019,0.249451
48,64,-71.362079,-0.673401,4,1,-1.00,2.503078,6.387389,4.868873,1.930286,0.387833
53,57,-49.621094,-1.336924,3,1,-1.00,5.143337,4.637193,2.530077,0.948286,0.145809
66,54,-55.694874,-2.351598,4,1,-1.00,2.330037,2.890799,1.456308,0.881549,0.220286
63,61,-52.921045,-0.624893,4,1,-1.00,8.040802,4.593082,1.718843,1.126657,0.097036
80,69,-46.041175,-1.286393,2,1,-1.00,3.175355,4.945768,3.673727,1.657956,0.36921
80,83,-49.442804,-4.285496,2,1,-1.00,2.542141,2.576148,2.270212,1.901288,0.217567
78,81,-46.212371,-0.081959,4,1,-1.00,4.837266,4.722705,2.638316,1.194914,0.198575
93,66,-60.559027,-0.96287,4,1,-1.00,8.729811,6.137302,2.170253,3.232514,0.427141
