Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
54,77,-0.115037,-0.263857,2,1,-1.00,4.801829,4.604734,2.04325,0.764368,0.378867
67,88,22.03061,4.643057,4,1,-1.00,9.065875,7.777111,2.728151,1.688693,0.146083
64,88,17.391519,4.677269,3,1,-1.00,5.742839,8.807263,8.499619,4.463779,1.041283
57,97,16.313457,4.192001,3,1,-1.00,3.133451,3.110346,4.174578,3.381922,0.845217
50,96,18.90247,-0.659686,3,1,-1.00,7.485361,7.847002,3.915394,3.308468,0.64209
29,88,10.741745,5.093451,3,1,-1.00,3.186812,4.552036,4.493563,2.190634,0.289077
27,69,-15.235552,2.524482,2,1,-1.00,2.899157,3.147658,1.947802,0.702872,0.174138
51,64,0.578249,4.79248,1,1,-1.00,2.950873,5.147817,3.97217,3.11165,0.600819
70,63,-17.569339,3.352056,3,1,-1.00,6.680449,8.888244,4.519985,2.040829,0.281715
84,67,-14.070043,0.404769,2,1,-1.00,1.558511,2.90314,2.695787,1.119764,0.205551
93,90,-9.086603,3.31655,4,1,-1.00,4.91688,7.004741,3.495443,1.090884,0.115618
90,81,-34.831095,4.330222,4,1,-1.00,7.263113,11.022765,4.212503,2.342945,0.300913
77,75,-25.653699,4.458901,4,1,-1.00,12.178792,9.986478,6.173154,3.749946,0.89162
78,61,-29.7146,2.780965,4,1,-1.00,8.019715,3.887245,2.028455,1.120177,0.209079
61,35,-66.173783,3.504689,4,1,-1.00,2.480355,7.029527,4.490359,1.860772,0.204879
64,48,-30.80955,4.126791,4,1,-1.00,3.538397,2.994985,2.997656,1.730104,0.123406
80,63,-68.10277,3.129205,4,1,-1.00,7.645062,4.728785,1.239566,0.662409,0.123397
84,78,-48.36715,3.56951,4,1,-1.00,5.072432,5.093346,2.215758,1.857441,0.248402
96,87,-52.245314,2.148894,4,1,-1.00,4.346614,4.064348,2.513158,1.819594,0.390588
78,83,-41.104725,1.087731,2,1,-1.00,3.628681,4.976819,2.871204,2.755421,0.421163
57,83,-45.143475,1.91854,4,1,-1.00,0.855066,1.325556,0.776159,0.565946,0.104512
57,83,-26.531501,2.698772,2,1,-1.00,2.053013,2.871984,1.711061,1.189801,0.262724
63,94,-25.048677,2.708447,3,1,-1.00,3.948914,3.164855,1.842528,0.987098,0.154729
77,90,-79.808097,0.962675,3,1,-1.00,3.675238,3.451885,1.666322,0.852346,0.138592
84,84,-23.856814,-2.591796,4,1,-1.00,8.445274,7.478293,2.754395,2.049118,0.481802
80,84,-22.939579,2.946748,3,1,-1.00,2.962917,2.507621,1.15502,0.792076,0.112728
77,75,-33.085371,2.398306,3,1,-1.00,2.519962,2.508169,1.956594,0.841694,0.265383
75,83,-28.023093,-2.327374,4,1,-1.00,1.371742,3.05906,1.856373,0.796956,0.178636
88,83,-45.730631,0.884284,1,1,-1.00,5.139481,6.035786,1.99679,1.373761,0.237058
80,77,-25.91934,-0.210752,3,1,-1.00,2.490871,4.508739,5.845231,2.253714,0.434089
81,78,-21.743647,-0.652587,4,1,-1.00,5.086273,5.388376,2.350665,1.202564,0.187189
75,74,-26.969523,0.984057,4,1,-1.00,1.82227,2.76744,2.579719,1.207619,0.168304
66,75,-35.589006,1.197869,4,1,-1.00,3.45848,5.394388,2.990042,1.659733,0.167092
70,81,-24.742426,1.167059,3,1,-1.00,1.322128,2.195389,1.960712,1.51778,0.287539
69,84,-31.239242,-3.935131,2,1,-1.00,7.269545,6.827332,2.298132,1.543153,0.20929
74,74,-40.690061,-1.513688,4,1,-1.00,3.14656,3.739907,1.725585,0.712927,0.119165
75,56,-32.910237,0.795745,4,1,-1.00,7.946198,10.763526,6.521728,3.002483,0.644585
75,48,-39.408991,1.21864,4,1,-1.00,5.579193,6.314485,2.828933,1.626583,0.362442
70,51,-52.358287,1.15938,4,1,-1.00,3.119874,4.275563,1.72393,1.185305,0.335894
66,66,-69.854023,-0.93046,4,1,-1.00,4.775415,4.472169,2.116567,1.091113,0.278146
63,77,-65.420879,1.121984,4,1,-1.00,1.413903,4.599542,4.81462,1.952983,0.37842
66,77,-58.04844,0.68538,2,1,-1.00,1.590457,3.539514,2.340585,0.905392,0.124522
70,70,-63.415733,0.855908,3,1,-1.00,2.522266,3.215354,1.519575,0.857599,0.162904
78,70,-58.586897,1.081452,3,1,-1.00,2.010736,2.574512,1.720306,1.211117,0.173451
78,70,-55.832624,-0.01753,2,1,-1.00,5.027142,4.266897,2.876303,1.720474,0.310702
80,83,-56.277608,1.067338,3,1,-1.00,3.023107,4.153112,1.719171,1.453823,0.159687
75,90,-63.202159,0.229256,4,1,-1.00,3.172886,2.591518,1.275528,1.461612,0.163323
81,80,-59.209855,1.197196,4,1,-1.00,6.501906,6.375225,3.021344,2.023278,0.301554
77,64,-62.543994,1.414021,4,1,-1.00,3.625682,4.2653,3.268319,1.61892,0.204311
63,56,-57.501038,-2.319857,4,1,-1.00,8.560742,9.533495,3.916776,2.607479,0.211073
57,50,-55.881644,1.775681,4,1,-1.00,7.082415,7.037501,3.855111,2.588911,0.816259
47,44,-59.499481,-0.834158,4,1,-1.00,3.68937,5.000907,2.867058,2.689919,0.651389
50,56,-72.426115,-0.1038,4,1,-1.00,3.459163,4.430037,2.819875,1.575762,0.218013
61,53,-155.544227,0.995066,3,1,-1.00,1.841408,3.771713,2.497501,1.23125,0.1548
75,53,-61.815416,1.060003,4,1,-1.00,2.697415,4.714608,2.076545,0.582621,0.113035
77,74,-66.651803,-0.417539,4,1,-1.00,1.697163,3.088077,1.925286,0.489922,0.072766
77,70,-49.531916,-0.446316,4,1,-1.00,2.30059,4.159571,2.038895,1.309254,0.180038
66,74,-53.646986,-2.832071,4,1,-1.00,1.78985,5.286557,4.106064,1.644171,0.379003
57,77,-80.489944,0.301272,3,1,-1.00,10.279914,6.222217,2.740571,1.029752,0.237698
56,63,-72.455463,0.853811,4,1,-1.00,1.984697,5.44803,3.782664,1.16974,0.130185
66,74,-44.600651,0.257724,4,1,-1.00,5.148603,3.006738,1.510522,0.686341,0.127523
75,75,-51.215466,-4.912338,2,1,-1.00,4.555796,5.012503,1.644977,1.271194,0.198052
67,74,-57.890289,0.226649,3,1,-1.00,1.971261,3.027591,2.025889,1.094256,0.1017
75,74,-49.985521,-5.302611,4,1,-1.00,7.924269,6.632597,3.343132,1.148639,0.261388
61,70,-52.740458,-1.141178,3,1,-1.00,1.601075,2.792993,1.557057,1.377905,0.235118
50,75,-47.923009,0.46406,4,1,-1.00,3.475514,7.60384,5.338864,0.969495,0.279755
63,80,-46.285494,-0.175047,2,1,-1.00,8.942597,6.399107,3.043793,2.100178,0.325125
56,87,-41.694559,0.290052,4,1,-1.00,1.625225,6.727794,5.302259,1.248466,0.30085
61,83,-60.357295,0.717781,4,1,-1.00,6.769598,9.218426,6.967558,6.10183,1.044913
66,69,-43.88703,0.165053,4,1,-1.00,1.71037,2.041162,1.588044,0.819544,0.131078
64,70,-56.381616,0.349995,4,1,-1.00,4.797799,9.812809,4.440239,1.160181,0.265371
53,80,-53.541418,1.16575,3,1,-1.00,3.122325,3.608656,1.796781,1.34113,0.329857
48,91,-51.393674,-1.438146,3,1,-1.00,2.065327,3.969374,2.491003,0.918864,0.252944
54,100,-56.23085,0.652563,2,1,-1.00,4.883803,4.791207,2.870876,2.543888,0.489262
54,97,-59.23461,0.479549,3,1,-1.00,3.772481,3.20289,1.643971,0.622915,0.144927
70,97,-58.804755,1.18462,3,1,-1.00,3.461676,4.350044,3.460364,1.614706,0.178486
66,63,-64.652311,0.051236,4,1,-1.00,2.109814,4.154056,2.420284,0.705009,0.145753
66,57,-64.867044,-2.726209,4,1,-1.00,1.569801,3.668163,2.310979,0.61112,0.095935
63,53,-57.060928,0.72951,4,1,-1.00,2.763438,2.815148,1.984546,0.989617,0.244374
61,47,-64.660557,0.808554,4,1,-1.00,1.324126,3.10872,2.90787,1.675006,0.2012
77,67,-67.804194,-1.269092,4,1,-1.00,5.5482,6.011853,2.379757,2.179165,0.341998
63,60,-89.917049,0.450594,3,1,-1.00,0.662112,2.049083,1.227435,0.823158,0.147877
63,74,-67.998975,0.736333,3,1,-1.00,2.656921,2.686984,1.42736,1.013188,0.063968
61,70,-67.736658,0.276325,3,1,-1.00,4.959936,4.588886,2.820311,1.505352,0.25248
51,75,-77.801048,0.59666,3,1,-1.00,3.727204,4.815806,3.892273,2.017727,0.261092
67,83,-67.937716,0.770607,4,1,-1.00,3.130087,1.872228,1.6583,1.383219,0.220784
64,80,-67.333476,-0.131229,4,1,-1.00,5.403457,8.135121,6.36553,4.12257,0.66897
61,83,-64.80763,0.823686,3,1,-1.00,1.714236,3.075845,1.668499,0.917851,0.146061
75,74,-65.820647,-5.135977,4,1,-1.00,0.831766,1.810743,0.944692,0.899441,0.110103
57,70,-72.842127,0.615817,3,1,-1.00,3.950246,4.251755,3.238982,2.173514,0.298109
57,67,-68.953045,-0.092714,3,1,-1.00,2.771123,2.101052,0.715596,0.779203,0.1052
60,61,-66.953331,0.359094,3,1,-1.00,3.169593,4.243689,1.555507,1.002412,0.155883
53,63,-70.609791,-2.210746,4,1,-1.00,17.282271,9.755608,3.842478,2.233487,0.432543
54,75,-65.170714,-0.51082,3,1,-1.00,7.604963,11.395696,6.323032,3.649581,0.728304
51,63,-67.621499,0.090737,4,1,-1.00,1.223872,2.237757,1.223888,0.766823,0.118904
51,69,-68.579913,0.222227,4,1,-1.00,2.687352,5.007615,3.56409,1.29085,0.209749
57,80,-64.222136,-3.461963,4,1,-1.00,5.738186,10.175862,6.636891,3.294087,0.852121
78,64,-65.405546,0.065238,4,1,-1.00,3.497511,3.537894,1.705849,1.685787,0.262561
93,81,-69.991078,0.661733,4,1,-1.00,2.629476,2.883399,1.770655,0.650132,0.138132
100,78,-67.192196,-4.384911,4,1,-1.00,1.855032,2.196622,1.77447,1.19857,0.231461
100,70,-63.69153,-0.966222,4,1,-1.00,5.009647,8.008247,4.036139,3.398374,0.562746
87,81,-92.038869,0.31077,3,1,-1.00,4.645672,5.070336,1.9836,1.63375,0.20499
83,74,-67.101712,-2.142447,4,1,-1.00,3.59933,5.975036,3.48733,2.214052,0.235797
78,88,-84.382153,-1.269234,4,1,-1.00,2.177115,2.939463,1.746735,0.955797,0.092207
67,93,-70.423164,-0.247982,3,1,-1.00,3.179795,4.474837,2.362243,0.894464,0.083019
83,91,-67.859514,0.17593,4,1,-1.00,1.687274,3.580804,2.055493,0.668131,0.17229
84,90,-91.895565,0.380854,4,1,-1.00,4.254987,4.347446,3.604353,1.853006,0.259614
69,67,-72.246989,-2.515916,4,1,-1.00,1.953524,3.403277,2.206333,1.049443,0.175312
63,66,-84.578596,-4.414596,4,1,-1.00,2.949656,2.281829,1.562798,1.420423,0.262874
51,60,-72.001248,-3.895983,4,1,-1.00,1.976235,2.925203,1.391404,1.325507,0.402137
38,60,-90.909082,-4.083288,4,1,-1.00,5.632556,7.727939,2.716578,1.427203,0.240403
48,64,-75.70965,0.024421,4,1,-1.00,1.906084,3.876916,1.527606,0.519273,0.111614
40,61,-87.502487,-0.00223,4,1,-1.00,1.240814,1.687575,0.951442,0.961395,0.166297
66,63,-83.410881,-1.697016,4,1,-1.00,3.275167,4.191566,1.922647,0.852114,0.100749
66,66,-87.183716,-0.137513,1,1,-1.00,2.946114,3.881868,2.659198,1.840772,0.388002
69,74,-85.379075,0.078856,4,1,-1.00,1.833851,3.752719,1.516108,0.902622,0.150931
80,74,-85.481848,-5.830612,3,1,-1.00,2.498819,2.718446,1.490124,0.806453,0.171524
70,78,-96.831598,-1.877687,2,1,-1.00,3.000997,3.80928,1.692473,0.967286,0.137702
69,74,-171.025232,0.341068,2,1,-1.00,1.821636,1.482743,0.994816,0.505697,0.135466
61,70,-98.4434,0.134449,3,1,-1.00,2.382683,3.691323,1.429678,1.829078,0.213826
61,69,-99.595364,-0.247828,3,1,-1.00,3.386585,3.448438,1.790603,0.804948,0.130936
51,60,-98.324117,0.100723,4,1,-1.00,0.741985,1.993911,1.691978,0.936938,0.146597
63,61,-100.301661,0.257136,4,1,-1.00,8.249498,7.050881,2.834408,1.435465,0.250801
69,57,-133.663394,-2.978775,2,1,-1.00,2.010363,3.020398,2.207753,1.009989,0.180782
63,64,-104.745635,0.083773,4,1,-1.00,2.172401,2.519985,1.418497,1.740641,0.288795
75,63,-113.612376,0.014027,4,1,-1.00,8.06805,7.18179,2.885706,3.433222,0.665067
63,67,-108.164146,-2.100049,2,1,-1.00,1.741987,1.497389,0.541485,0.554185,0.131879
64,77,-111.142972,-1.265304,3,1,-1.00,1.918894,2.61217,3.065724,2.595683,0.246183
84,64,-116.411835,-1.221075,2,1,-1.00,2.127892,2.972464,1.591655,0.953246,0.136369
74,74,-114.923065,-0.20498,2,1,-1.00,4.815856,5.525982,2.871888,1.325701,0.157373
78,74,-113.792394,-1.684089,4,1,-1.00,2.826206,3.612469,1.953263,1.104482,0.064883
83,66,-121.310938,-1.741683,3,1,-1.00,3.758517,4.154338,2.708575,1.718947,0.298655
77,77,-121.919279,-0.617133,2,1,-1.00,1.339923,2.047752,1.333273,0.779734,0.156294
78,90,-117.169342,-0.985178,4,1,-1.00,1.652658,2.963165,1.991554,0.790522,0.141452
81,80,-119.488,-1.239274,4,1,-1.00,1.482771,3.057107,2.266323,1.304549,0.1958
78,81,-116.286965,-0.608007,3,1,-1.00,1.744509,3.01724,1.495181,1.068392,0.135666
77,78,-119.465921,-2.202708,3,1,-1.00,9.797378,7.044872,5.174638,3.391176,0.595781
61,57,-137.446226,-0.773799,4,1,-1.00,0.856944,2.061363,1.547055,0.961978,0.268968
63,57,-113.118432,-4.541405,4,1,-1.00,5.142547,3.921111,1.738119,1.093462,0.143882
74,57,-116.41932,-2.504877,4,1,-1.00,3.578826,2.627553,1.284491,0.950101,0.144955
67,53,-118.486539,-0.980252,4,1,-1.00,3.015924,4.139562,1.5641,1.277671,0.27617
87,56,-114.367832,-0.565249,1,1,-1.00,3.397582,3.760909,1.729484,0.850314,0.217879
81,64,-117.813349,-6.533237,3,1,-1.00,2.704716,6.422468,3.130036,1.338998,0.173816
69,57,-140.323545,-2.285363,4,1,-1.00,3.290764,5.007726,3.136448,1.139989,0.252765
66,70,-120.930735,-0.956561,3,1,-1.00,10.986904,10.558487,5.069268,2.184578,0.296002
60,66,-116.582975,-0.50377,1,1,-1.00,1.515176,2.082678,1.858416,0.709297,0.107144
74,66,-116.928134,-0.834266,3,1,-1.00,2.128069,2.545056,1.899484,1.023563,0.188038
74,70,-116.647178,-0.438461,4,1,-1.00,2.084082,2.799886,1.686717,0.660916,0.129426
77,64,-127.120882,-3.703325,3,1,-1.00,1.888968,3.787064,2.157781,0.618654,0.13548
90,74,-120.217544,-1.49444,3,1,-1.00,2.517979,12.010347,9.000361,3.177992,0.430151
83,70,-130.122524,-0.795986,3,1,-1.00,3.325087,4.228061,2.315054,0.876915,0.172821
83,80,-125.65118,-0.887188,3,1,-1.00,1.872963,5.046236,3.885842,1.436366,0.209035
84,74,-133.28793,-4.687507,4,1,-1.00,1.992275,2.745005,1.42342,0.780741,0.106239
81,66,-134.786035,-1.219337,3,1,-1.00,2.91722,4.091447,2.385897,1.03627,0.112124
80,67,-126.871098,-1.623444,4,1,-1.00,3.008503,3.939769,2.971291,2.641995,0.366936
83,64,-127.218467,-1.835715,3,1,-1.00,5.111783,6.421144,6.334167,4.44953,1.005918
88,69,-135.930698,-1.109228,4,1,-1.00,3.169844,2.926717,1.596658,1.310677,0.188662
80,70,-126.523956,-2.107639,4,1,-1.00,1.688218,2.214651,1.021997,1.209249,0.222216
75,75,-125.056545,-1.822346,3,1,-1.00,7.21117,8.143286,4.142182,1.822928,0.409052
83,64,-128.970453,-2.837822,4,1,-1.00,2.972144,2.73155,1.253033,0.861345,0.162115
78,66,-128.594038,-4.731068,4,1,-1.00,3.558683,4.307028,4.124313,4.147784,0.630954
74,77,-152.308608,-2.204144,4,1,-1.00,2.574885,3.063821,2.308688,0.979672,0.256207
69,78,-131.904634,-2.083696,4,1,-1.00,2.15338,4.368915,2.187828,2.051706,0.257655
60,74,-127.825947,-1.810295,4,1,-1.00,0.826079,1.485706,1.755775,0.91441,0.130348
48,74,-121.437227,-1.981554,2,1,-1.00,1.660023,2.355927,1.565142,0.868503,0.107575
57,67,-121.009958,-3.968529,2,1,-1.00,1.211179,3.516697,1.704936,0.785367,0.162942
60,60,-132.198499,-2.333017,3,1,-1.00,2.789375,5.380875,3.806631,1.037755,0.247398
54,77,-131.419022,-3.467298,4,1,-1.00,3.854694,5.560621,2.323513,1.569681,0.177053
67,80,-134.609054,-5.314811,2,1,-1.00,2.086463,2.562754,1.828725,0.972681,0.207032
66,93,-125.095363,-6.557479,2,1,-1.00,2.418515,2.796988,1.174115,0.793571,0.116866
61,88,-129.535286,-2.359842,4,1,-1.00,3.216431,3.70423,2.422549,2.796087,0.635532
61,83,-125.59097,-2.005184,3,1,-1.00,1.712719,3.811628,2.270195,1.243492,0.117511
66,84,-132.002978,-2.351311,4,1,-1.00,3.78493,5.639796,3.708512,1.932187,0.20239
54,80,-124.602667,-4.06755,4,1,-1.00,2.683732,6.911004,2.946299,0.894293,0.207836
61,90,-117.339029,-2.081832,4,1,-1.00,4.81932,4.981587,2.699472,1.569928,0.14319
57,88,-137.389128,-2.034518,1,1,-1.00,6.37453,8.856776,3.567189,1.505721,0.136012
56,75,-121.439784,-1.654626,3,1,-1.00,1.779122,5.209435,3.344698,2.099974,0.345802
61,70,-119.662081,-1.306366,2,1,-1.00,1.666841,1.716283,1.497103,1.676766,0.132876
60,75,-122.656831,-8.945584,2,1,-1.00,1.945357,3.285787,2.81744,1.018261,0.267893
63,74,-130.176107,-1.43192,1,1,-1.00,3.279956,3.897347,2.313639,1.403445,0.247336
61,83,-134.391559,-1.076986,3,1,-1.00,3.872508,4.291396,2.149975,1.21907,0.117503
63,96,-135.392788,-1.034775,2,1,-1.00,3.616627,5.951543,2.231047,1.690572,0.288571
63,87,-131.138367,-0.906301,2,1,-1.00,3.783986,4.616748,2.10622,0.972611,0.168998
61,94,-124.952185,-0.71488,2,1,-1.00,3.790046,2.878861,1.147264,0.83382,0.111403
53,91,-129.261533,-0.585316,2,1,-1.00,3.839039,4.918546,2.918457,1.258378,0.151073
56,81,-122.511136,-1.020206,3,1,-1.00,10.553222,9.150989,4.295989,3.699536,0.633496
66,84,-140.838481,-0.703189,4,1,-1.00,2.142558,5.85614,3.62391,1.521781,0.21803
70,84,-127.511098,-0.783005,4,1,-1.00,1.4706,2.838668,1.498785,0.885866,0.223702
67,75,-131.228545,-0.951299,4,1,-1.00,1.006696,1.292934,0.986107,0.741787,0.138381
67,80,-130.140251,-2.476891,4,1,-1.00,3.855851,3.684288,2.171345,1.377071,0.260836
69,74,-149.900327,-7.188702,3,1,-1.00,3.708204,4.34946,2.214586,2.112532,0.311067
70,75,-129.148617,-1.19529,4,1,-1.00,3.408879,7.268303,4.565233,1.023248,0.282158
70,80,-124.508744,-1.327811,4,1,-1.00,1.843441,5.575336,4.085223,1.375138,0.146639
66,69,-120.14294,-1.361809,4,1,-1.00,2.248314,2.137347,1.046036,1.116262,0.16654
56,69,-131.089243,-0.942217,4,1,-1.00,3.325231,4.180881,3.789136,3.199194,0.464544
51,54,-139.078138,-1.166993,4,1,-1.00,4.512102,5.20273,2.970077,1.152786,0.127214
63,57,-120.482095,-1.637457,3,1,-1.00,4.810653,4.016742,2.063777,1.090105,0.250772
70,69,-120.036222,-2.813055,3,1,-1.00,3.10987,3.74836,3.296576,2.612757,0.363503
70,56,-116.008709,-1.186835,4,1,-1.00,1.904561,2.572468,1.424837,1.189761,0.137811
63,57,-121.102964,-2.968676,3,1,-1.00,12.263642,7.821371,3.172962,1.968626,0.207139
61,63,-121.016437,-4.821303,4,1,-1.00,3.416353,3.208531,1.669088,1.458438,0.184444
38,50,-125.115268,-4.913089,3,1,-1.00,2.746028,4.509886,3.719325,1.219586,0.233287
41,69,-126.061667,-1.188216,4,1,-1.00,1.554857,3.191018,2.936378,1.699171,0.263244
41,88,-125.294256,-4.411742,4,1,-1.00,2.377598,3.645141,2.921339,0.714297,0.062288
41,93,-115.709742,-0.600148,4,1,-1.00,6.451018,6.435249,3.708037,2.932671,0.756473
56,84,-122.101221,-1.368541,3,1,-1.00,5.979035,8.060092,4.640199,2.759219,0.323428
57,87,-120.451752,-1.193304,3,1,-1.00,4.308079,5.981538,4.159931,3.507106,0.501323
67,74,-118.08772,-0.631773,4,1,-1.00,2.489654,2.092572,1.72386,2.226336,0.258479
60,54,-119.166048,-6.253151,3,1,-1.00,4.524781,6.213863,2.502514,2.294532,0.328835
60,60,-127.338029,0.167714,4,1,-1.00,4.715579,6.563135,2.870954,1.531004,0.427796
61,54,-122.565869,-0.628092,3,1,-1.00,5.09787,10.238447,6.108943,2.561886,0.442795
64,48,-149.833275,-0.186071,3,1,-1.00,1.378916,2.728356,1.639429,0.733266,0.217372
75,53,-115.029338,0.536023,2,1,-1.00,4.459326,5.875986,2.794818,2.029742,0.225317
70,63,-109.897483,-5.615242,3,1,-1.00,3.236526,4.289492,1.991686,1.373709,0.134782
67,54,-113.315701,0.828175,3,1,-1.00,4.162869,4.620128,1.805191,0.92121,0.209368
75,66,-106.420982,1.038118,4,1,-1.00,6.0019,9.479401,4.526827,1.466193,0.321972
67,56,-100.311959,-0.304442,4,1,-1.00,4.031683,5.54037,3.33535,2.027037,0.304324
70,50,-105.537278,-0.813963,2,1,-1.00,2.352613,2.360555,1.590942,0.705118,0.115424
70,60,-113.05733,1.201142,4,1,-1.00,2.959409,3.829078,2.542986,1.343673,0.211047
50,47,-99.012562,1.233285,4,1,-1.00,2.986699,3.516657,1.619406,1.490236,0.181566
53,61,-103.688838,0.751048,2,1,-1.00,2.53933,3.717828,1.777249,0.752405,0.298765
51,64,-111.802064,-2.982633,2,1,-1.00,5.634708,4.233649,1.918985,2.445246,0.224067
56,74,-97.555822,0.774898,4,1,-1.00,7.695552,8.339145,3.581252,1.916007,0.364101
69,78,-100.060333,1.055407,1,1,-1.00,4.0868,5.564384,2.388299,1.192731,0.193825
67,88,-97.346065,0.659041,4,1,-1.00,2.965205,2.78271,1.303388,0.887616,0.131392
69,94,-110.42605,-0.63439,4,1,-1.00,5.308405,8.936654,3.064327,2.754629,0.368318
60,84,-113.269034,-2.01232,1,1,-1.00,4.116477,4.018401,1.800481,0.936921,0.108637
51,93,-100.253537,1.012601,3,1,-1.00,2.053602,2.823838,2.108625,1.795996,0.149207
54,83,-100.69597,0.964631,3,1,-1.00,5.578941,5.677059,2.442628,1.506046,0.209987
67,75,-101.079455,1.003859,2,1,-1.00,8.328036,4.90704,2.05178,1.147639,0.355416
69,90,-106.497141,-0.348628,2,1,-1.00,2.208149,2.803542,2.301054,1.395681,0.299169
74,84,-111.035891,0.995801,4,1,-1.00,3.6976,3.469036,1.410937,1.559373,0.465778
74,80,-98.911656,0.604396,2,1,-1.00,3.401761,5.191946,3.779111,2.62474,0.453085
57,70,-103.392138,0.53254,2,1,-1.00,2.018966,5.068136,3.204884,1.417351,0.286979
63,53,-105.822704,0.111765,3,1,-1.00,3.139289,2.537435,1.620821,1.154493,0.148627
69,47,-104.478303,-5.384377,2,1,-1.00,1.737207,3.433248,2.294194,1.315668,0.297193
63,38,-85.187353,0.266661,2,1,-1.00,1.804635,3.096296,2.238022,1.533818,0.243711
66,41,-84.226914,-1.780184,2,1,-1.00,7.683432,6.096871,1.547885,1.530276,0.187369
66,48,-84.057484,-0.333609,4,1,-1.00,2.686151,3.44662,0.963827,2.293063,0.315408
60,44,-102.273411,-0.161141,4,1,-1.00,2.973938,6.408865,3.132289,1.784837,0.21688
69,54,-92.444904,-3.459531,4,1,-1.00,9.987263,6.922807,5.461353,5.048686,0.902542
87,56,-91.220329,-0.607117,2,1,-1.00,8.883658,5.724551,2.291141,2.706511,0.367136
77,64,-87.93106,0.359553,4,1,-1.00,4.028079,9.846933,3.774911,2.486688,0.404111
67,69,-83.093177,0.005906,4,1,-1.00,5.600718,6.343427,3.898813,1.554784,0.367041
56,61,-71.889357,-0.876693,4,1,-1.00,3.923642,11.356908,5.604796,2.983782,0.434387
43,64,-84.549601,1.010047,4,1,-1.00,5.158534,4.801506,2.067569,1.755949,0.303437
53,51,-60.236598,0.823831,3,1,-1.00,4.340526,4.823606,3.161655,1.833295,0.253765
63,63,-59.239969,1.1162,4,1,-1.00,3.521201,6.685531,3.563852,1.65532,0.273259
70,67,-61.535979,1.085676,4,1,-1.00,3.34495,5.394875,3.186392,1.171871,0.157039
74,67,-59.427336,-1.817391,4,1,-1.00,10.985766,9.945461,3.927935,2.322982,0.274468
70,69,-62.236388,0.911696,3,1,-1.00,2.478856,3.648227,3.249688,1.063723,0.164177
63,57,-57.978301,0.472279,3,1,-1.00,4.940953,5.795226,2.432244,1.727294,0.244192
75,64,-59.92906,-1.89237,3,1,-1.00,4.645594,6.33273,3.402314,3.180663,0.405739
63,70,-59.057981,0.98569,1,1,-1.00,4.91043,6.809884,3.610118,1.59534,0.374951
57,67,-63.837954,-2.539816,4,1,-1.00,3.410673,5.371649,4.03039,2.14723,0.315527
69,64,-54.590675,0.651218,4,1,-1.00,4.128701,5.525604,4.31005,2.099615,0.288615
60,64,-59.676387,-1.747747,4,1,-1.00,2.465359,5.481816,3.23366,1.505288,0.394134
64,69,-57.495188,1.251993,4,1,-1.00,2.349835,5.278099,4.459953,1.312385,0.280512
69,75,-50.861243,-0.291838,4,1,-1.00,9.108774,11.451207,5.401251,3.408385,0.972414
63,84,-53.7881,0.401195,4,1,-1.00,3.800047,7.315706,5.964239,2.017806,0.293908
53,66,-61.731109,-3.30261,4,1,-1.00,17.895583,11.037144,7.466159,5.271819,1.254697
44,47,-56.672287,-5.574811,4,1,-1.00,6.609284,4.776867,2.812839,1.659994,0.377968
34,41,-53.80939,-1.078841,4,1,-1.00,2.300233,4.372257,2.116027,1.062371,0.162743
47,40,-79.083516,-7.040217,4,1,-1.00,2.950544,6.243064,5.649144,2.983331,0.423698
63,44,-57.156626,-0.267318,4,1,-1.00,1.318502,3.431835,2.910606,1.6564,0.181129
66,61,-70.935847,-0.271524,3,1,-1.00,3.05771,13.565055,9.948015,2.021582,0.573576
77,64,-41.818899,-1.033777,2,1,-1.00,3.361408,3.733476,2.548423,1.216662,0.254796
61,64,-44.699137,-3.532433,3,1,-1.00,12.604562,10.684196,5.361205,5.194673,1.266277
51,69,-51.969489,-2.77872,4,1,-1.00,2.784925,4.769379,3.273174,2.000956,0.753195
61,66,-66.160968,-6.930161,4,1,-1.00,1.706257,2.179122,2.147892,1.112747,0.152446
48,69,-68.072671,-1.116148,4,1,-1.00,7.146242,7.752636,3.675976,2.787864,0.221492
54,64,-55.773315,-1.733135,4,1,-1.00,0.816087,3.949846,3.372348,1.222517,0.178913
50,69,-50.164675,-1.515899,3,1,-1.00,3.741101,6.850691,5.468681,2.285762,0.339715
47,63,-46.452404,-2.43276,4,1,-1.00,2.012661,4.937699,4.457863,1.107896,0.243648
60,66,-50.027577,-2.16619,3,1,-1.00,2.825276,4.099313,2.574038,0.758469,0.123843
50,74,-44.767518,-1.897256,4,1,-1.00,7.173546,4.63458,1.953233,1.153229,0.177767
67,70,-43.032121,-1.276216,2,1,-1.00,6.547009,5.654898,2.641253,1.725802,0.386476
67,80,-50.285004,-1.247644,3,1,-1.00,5.383028,2.640568,2.931201,2.034421,0.406565
74,69,-52.71987,-2.894501,4,1,-1.00,6.584442,12.386299,9.543205,6.734837,0.834728
75,70,-44.261212,-1.368661,3,1,-1.00,6.266164,9.407214,6.332457,4.111809,0.52417
47,78,-47.607368,-1.561198,3,1,-1.00,5.207882,3.051003,2.190778,1.453897,0.199438
