Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
38.000000,50.000000,-71.508086,1.266935,1.000000,1.000000,-1.000000,3.616331,4.839368,1.654637,0.875866,0.085962,
24.000000,43.000000,-93.640046,2.411216,2.000000,1.000000,-1.000000,48.084950,69.112913,38.619979,12.939209,8.210793,
30.000000,41.000000,-38.776762,2.318624,2.000000,1.000000,-1.000000,1.226896,1.752088,0.690986,0.261609,0.058391,
35.000000,43.000000,-27.836092,1.348630,2.000000,1.000000,-1.000000,1.268711,1.605993,0.688322,0.173764,0.035629,
48.000000,43.000000,-42.328143,-4.178559,2.000000,1.000000,-1.000000,3.679507,2.854538,1.602152,1.160624,0.200809,
50.000000,50.000000,-1.575328,-0.570761,2.000000,1.000000,-1.000000,9.227617,11.328453,6.862566,3.179596,0.714407,
41.000000,48.000000,-11.370632,1.207024,2.000000,1.000000,-1.000000,4.135036,3.695109,1.234642,0.947023,0.073814,
43.000000,40.000000,5.519226,2.601138,1.000000,1.000000,-1.000000,17.790420,31.716670,31.308341,15.582443,4.226144,
27.000000,30.000000,-5.568786,1.326211,1.000000,1.000000,-1.000000,0.874423,4.010422,2.662511,0.638232,0.080836,
27.000000,21.000000,-15.165648,2.118316,1.000000,1.000000,-1.000000,13.583162,24.472597,25.879382,9.991748,1.954438,
34.000000,27.000000,18.117473,-4.163127,1.000000,1.000000,-1.000000,2.211419,2.806263,3.332221,1.944190,0.417858,
26.000000,44.000000,10.954502,1.328835,1.000000,1.000000,-1.000000,1.760283,2.362070,1.500724,0.635536,0.090173,
30.000000,54.000000,12.148754,0.948895,1.000000,1.000000,-1.000000,2.547621,2.028618,1.323185,0.735029,0.100615,
27.000000,57.000000,-23.668700,1.750898,1.000000,1.000000,-1.000000,11.442587,9.893267,7.518068,3.412126,0.617722,
29.000000,53.000000,-85.015144,2.952374,1.000000,1.000000,-1.000000,0.516184,1.155203,0.827387,0.240091,0.013253,
41.000000,50.000000,-113.899179,2.626598,1.000000,1.000000,-1.000000,2.069085,4.202173,2.362215,0.875238,0.086778,
51.000000,50.000000,-126.420966,2.258661,2.000000,1.000000,-1.000000,15.225143,10.586076,4.274136,2.536522,1.236382,
41.000000,43.000000,-192.196818,1.912167,2.000000,1.000000,-1.000000,1.135047,1.506701,0.960428,0.590831,0.047556,
50.000000,50.000000,-154.719751,0.719497,2.000000,1.000000,-1.000000,0.511427,1.683477,1.349016,0.277333,0.025834,
50.000000,35.000000,-173.400509,-3.026035,2.000000,1.000000,-1.000000,1.252617,1.518646,0.809333,0.348522,0.049912,
